"","subject","block","trial","condition","correct_response","participant_response","rt","ip_address","latitude","longitude","browser_version","operating_system","screen_resolution","device_type","user_agent","session_id","click_rate","error_count"
"2882","subj008",2,32,"ink_naming_incong","green","green",1100,"216.114.114.187",-71.2202074751258,37.372935405001,"Chrome","Windows","490x663","Desktop","Agent3412",9713,0,0
"2883","subj008",2,33,"word_reading_incong","blue","blue",675,"220.166.52.211",23.8137433771044,-54.8701261729002,"Chrome","Windows","628x359","Desktop","Agent5160",5414,0,0
"2884","subj008",2,34,"ink_naming_incong","blue","blue",1394,"214.55.15.1",-54.1265212325379,99.50832744129,"Chrome","Windows","840x428","Desktop","Agent7867",4481,0,0
"2885","subj008",2,35,"word_reading_incong","blue","blue",644,"211.219.166.148",75.5193809978664,-175.576667441055,"Chrome","Windows","912x689","Desktop","Agent8400",8089,0,0
"2886","subj008",2,36,"ink_naming_cong","red","red",1127,"198.46.177.220",17.2032381780446,45.7341641094536,"Chrome","Windows","938x692","Desktop","Agent7067",1074,0,0
"2887","subj008",2,37,"word_reading_incong","yellow","yellow",797,"204.204.198.9",45.0919764256105,33.0003838520497,"Chrome","Windows","734x264","Desktop","Agent1578",3469,0,0
"2888","subj008",2,38,"ink_naming_cong","blue","blue",1078,"193.192.195.243",56.0124314250425,-148.352375691757,"Chrome","Windows","857x645","Desktop","Agent1621",7367,0,0
"2889","subj008",2,39,"word_reading_cong","red","red",857,"196.252.223.221",77.4489503866062,112.516095517203,"Chrome","Windows","537x531","Desktop","Agent3850",3451,0,0
"2890","subj008",2,40,"ink_naming_incong","red","red",1027,"206.19.197.0",88.7987557193264,33.2745810505003,"Chrome","Windows","237x92","Desktop","Agent6139",4666,0,0
"2891","subj008",2,41,"word_reading_cong","blue","blue",652,"208.133.9.96",3.96497312933207,12.4519384279847,"Chrome","Windows","943x275","Desktop","Agent7498",9802,0,0
"2892","subj008",2,42,"word_reading_cong","blue","blue",588,"197.89.203.210",62.4127131281421,11.1634532455355,"Chrome","Windows","553x531","Desktop","Agent1178",3232,0,0
"2893","subj008",2,43,"word_reading_cong","green","green",809,"196.135.37.136",-28.209534091875,-120.46822716482,"Chrome","Windows","367x322","Desktop","Agent5628",2161,0,0
"2894","subj008",2,44,"word_reading_cong","red","red",674,"220.2.149.23",73.5455415816978,145.660827225074,"Chrome","Windows","921x337","Desktop","Agent2228",2197,0,0
"2895","subj008",2,45,"ink_naming_incong","red","red",1162,"221.234.223.210",-33.6948446044698,38.4662580303848,"Chrome","Windows","359x681","Desktop","Agent8348",6546,0,0
"2896","subj008",2,46,"ink_naming_cong","yellow","yellow",878,"192.202.219.0",-72.9391548084095,38.0342696607113,"Chrome","Windows","143x583","Desktop","Agent4427",1536,0,0
"2897","subj008",2,47,"word_reading_incong","green","green",665,"217.63.4.178",-25.5979249253869,-76.8820501305163,"Chrome","Windows","1019x114","Desktop","Agent7154",6500,0,0
"2898","subj008",2,48,"ink_naming_cong","red","red",1305,"204.78.135.164",-45.2307514054701,4.12575521506369,"Chrome","Windows","256x227","Desktop","Agent4727",8065,0,0
"2899","subj008",2,49,"ink_naming_incong","blue","blue",1030,"214.172.102.122",-15.4343914054334,-155.253012673929,"Chrome","Windows","659x395","Desktop","Agent6547",8823,0,0
"2900","subj008",2,50,"ink_naming_incong","red","red",1077,"222.16.78.86",66.3616890180856,122.58768861182,"Chrome","Windows","852x189","Desktop","Agent9092",3241,0,0
"2901","subj008",3,1,"word_reading_incong","green","green",558,"216.94.53.180",-51.423393166624,-131.398660819978,"Chrome","Windows","988x341","Desktop","Agent8607",7471,0,0
"2902","subj008",3,2,"ink_naming_incong","yellow","yellow",932,"194.56.37.150",69.7588553884998,18.3215943630785,"Chrome","Windows","443x425","Desktop","Agent4539",7158,0,0
"2903","subj008",3,3,"ink_naming_incong","red","red",1341,"193.201.157.240",68.7476027850062,-115.533191487193,"Chrome","Windows","818x218","Desktop","Agent6919",2125,0,0
"2904","subj008",3,4,"word_reading_incong","blue","blue",635,"198.216.26.178",49.5060181058943,-160.590426307172,"Chrome","Windows","72x85","Desktop","Agent4924",3972,0,0
"2905","subj008",3,5,"ink_naming_incong","blue","blue",1233,"206.43.23.16",-45.3419404104352,-164.34466640465,"Chrome","Windows","942x427","Desktop","Agent9796",6540,0,0
"2906","subj008",3,6,"ink_naming_incong","yellow","yellow",1116,"222.113.23.114",-18.4858960518613,-163.854062380269,"Chrome","Windows","891x447","Desktop","Agent6676",4917,0,0
"2907","subj008",3,7,"ink_naming_incong","blue","blue",1111,"223.88.108.192",20.7130621466786,109.164811810479,"Chrome","Windows","594x117","Desktop","Agent2343",1893,0,0
"2908","subj008",3,8,"ink_naming_incong","blue","blue",1219,"207.175.136.64",-80.2166678057984,21.4549053367227,"Chrome","Windows","963x365","Desktop","Agent4835",457,0,0
"2909","subj008",3,9,"ink_naming_cong","blue","blue",1055,"204.164.167.101",52.8673637425527,167.784573901445,"Chrome","Windows","580x341","Desktop","Agent3263",9071,0,0
"2910","subj008",3,10,"ink_naming_incong","red","red",1343,"195.51.241.106",51.9994004443288,168.073207251728,"Chrome","Windows","192x71","Desktop","Agent3981",1971,0,0
"2911","subj008",3,11,"word_reading_cong","blue","blue",761,"199.133.177.84",87.9209615383297,-26.9728836882859,"Chrome","Windows","242x428","Desktop","Agent5902",9370,0,0
"2912","subj008",3,12,"ink_naming_incong","blue","blue",1190,"212.82.163.173",15.6096953898668,-167.536864355206,"Chrome","Windows","278x575","Desktop","Agent5319",6478,0,0
"2913","subj008",3,13,"ink_naming_incong","yellow","yellow",1279,"213.187.171.227",4.61508275941014,38.6009425576776,"Chrome","Windows","44x349","Desktop","Agent3653",5475,0,0
"2914","subj008",3,14,"word_reading_incong","green","green",534,"216.103.29.158",-73.4784910921007,-154.301619809121,"Chrome","Windows","798x485","Desktop","Agent3948",9561,0,0
"2915","subj008",3,15,"ink_naming_cong","yellow","yellow",63,"207.181.62.146",46.3123076828197,179.641806576401,"Chrome","Windows","971x602","Desktop","Agent6417",7197,0,0
"2916","subj008",3,16,"word_reading_cong","blue","blue",748,"216.124.179.206",78.0318087385967,-102.071310086176,"Chrome","Windows","886x697","Desktop","Agent2971",3780,0,0
"2917","subj008",3,17,"ink_naming_cong","green","green",935,"211.252.123.235",69.5371338073164,-167.82456706278,"Chrome","Windows","229x225","Desktop","Agent9370",9415,0,0
"2918","subj008",3,18,"ink_naming_cong","green","green",984,"206.141.179.52",-60.6336275674403,98.6176818329841,"Chrome","Windows","214x369","Desktop","Agent2398",4439,0,0
"2919","subj008",3,19,"word_reading_incong","yellow","yellow",696,"202.73.68.141",-1.06977513525635,163.850463777781,"Chrome","Windows","713x58","Desktop","Agent2817",2183,0,0
"2920","subj008",3,20,"word_reading_cong","red","red",715,"214.101.159.210",38.3410061616451,-148.604390183464,"Chrome","Windows","229x388","Desktop","Agent9485",20,0,0
"2921","subj008",3,21,"ink_naming_cong","blue","blue",964,"208.110.130.200",-19.8446340300143,26.1667091399431,"Chrome","Windows","954x595","Desktop","Agent6426",5386,0,0
"2922","subj008",3,22,"ink_naming_cong","red","red",845,"209.198.253.252",9.27480573300272,-87.8057084418833,"Chrome","Windows","135x731","Desktop","Agent9036",2133,0,0
"2923","subj008",3,23,"word_reading_incong","green","green",763,"211.189.103.5",81.6688321111724,-0.173598518595099,"Chrome","Windows","1006x191","Desktop","Agent7712",3159,0,0
"2924","subj008",3,24,"word_reading_cong","blue","blue",713,"203.218.204.37",-78.9985010493547,-11.5103111509234,"Chrome","Windows","716x83","Desktop","Agent3969",3676,0,0
"2925","subj008",3,25,"ink_naming_incong","yellow","yellow",1210,"193.161.109.20",-0.570443621836603,58.0175290536135,"Chrome","Windows","261x198","Desktop","Agent4026",4870,0,0
"2926","subj008",3,26,"word_reading_incong","blue","blue",773,"195.140.36.123",-76.8219421617687,-143.411089712754,"Chrome","Windows","565x260","Desktop","Agent4127",5245,0,0
"2927","subj008",3,27,"ink_naming_cong","blue","blue",1131,"213.224.103.217",67.2026735264808,-56.3211219571531,"Chrome","Windows","27x32","Desktop","Agent1254",3812,0,0
"2928","subj008",3,28,"word_reading_incong","yellow","yellow",764,"221.237.140.182",35.5255732499063,59.1949520912021,"Chrome","Windows","566x173","Desktop","Agent2622",8100,0,0
"2929","subj008",3,29,"ink_naming_incong","yellow","yellow",1297,"192.93.12.224",34.7343341633677,29.1735438164324,"Chrome","Windows","666x31","Desktop","Agent8165",3055,0,0
"2930","subj008",3,30,"ink_naming_cong","green","green",1155,"193.114.107.198",-85.659241382964,140.069883232936,"Chrome","Windows","233x431","Desktop","Agent1374",582,0,0
"2931","subj008",3,31,"ink_naming_cong","green","green",790,"205.43.169.149",-83.9384451275691,16.8537478521466,"Chrome","Windows","469x10","Desktop","Agent7008",2411,0,0
"2932","subj008",3,32,"ink_naming_cong","blue","blue",884,"218.101.59.26",0.839909613132477,156.510495040566,"Chrome","Windows","684x577","Desktop","Agent2285",1778,0,0
"2933","subj008",3,33,"word_reading_incong","green","green",637,"205.165.8.188",86.5927375014871,102.395036956295,"Chrome","Windows","764x34","Desktop","Agent4747",5563,0,0
"2934","subj008",3,34,"word_reading_incong","blue","blue",683,"195.47.33.169",84.2905206000432,-50.587397608906,"Chrome","Windows","302x721","Desktop","Agent3883",9423,0,0
"2935","subj008",3,35,"word_reading_cong","green","green",633,"205.169.148.56",-54.0504358056933,-14.1541772335768,"Chrome","Windows","71x558","Desktop","Agent2118",9807,0,0
"2936","subj008",3,36,"word_reading_cong","red","red",597,"195.245.250.182",-87.0444555720314,6.20999280363321,"Chrome","Windows","529x326","Desktop","Agent2972",9998,0,0
"2937","subj008",3,37,"ink_naming_incong","blue","blue",1106,"210.28.15.225",11.0756957670674,-63.2884055469185,"Chrome","Windows","192x356","Desktop","Agent9452",10000,0,0
"2938","subj008",3,38,"ink_naming_cong","blue","blue",997,"215.188.72.95",23.2130757858977,103.984781149775,"Chrome","Windows","761x380","Desktop","Agent3337",8798,0,0
"2939","subj008",3,39,"ink_naming_cong","yellow","yellow",1020,"195.56.118.189",-60.4095057444647,-66.8146404437721,"Chrome","Windows","252x386","Desktop","Agent7212",5706,0,0
"2940","subj008",3,40,"word_reading_cong","red","red",742,"203.97.247.61",-5.47288765199482,86.7565139383078,"Chrome","Windows","1002x214","Desktop","Agent7315",5162,0,0
"2941","subj008",3,41,"ink_naming_incong","yellow","green",1158,"211.79.74.242",-38.3070105453953,49.0224400442094,"Chrome","Windows","337x510","Desktop","Agent8287",4055,0,0
"2942","subj008",3,42,"word_reading_incong","yellow","yellow",825,"205.11.220.23",28.2657520193607,122.068287720904,"Chrome","Windows","856x291","Desktop","Agent6010",4104,0,0
"2943","subj008",3,43,"word_reading_incong","red","red",536,"216.38.144.35",80.3085235739127,82.3795918934047,"Chrome","Windows","908x552","Desktop","Agent1999",1355,0,0
"2944","subj008",3,44,"word_reading_incong","blue","blue",508,"205.190.225.77",-39.0501258568838,-156.802204381675,"Chrome","Windows","399x646","Desktop","Agent6384",700,0,0
"2945","subj008",3,45,"ink_naming_cong","green","green",879,"200.17.85.212",48.0650972016156,102.09812739864,"Chrome","Windows","426x563","Desktop","Agent4472",3371,0,0
"2946","subj008",3,46,"ink_naming_cong","green","green",1076,"222.124.54.130",-21.7211479414254,144.07381108962,"Chrome","Windows","95x70","Desktop","Agent5621",1995,0,0
"2947","subj008",3,47,"word_reading_incong","red","red",1530,"198.101.212.73",-75.3626286797225,89.298648443073,"Chrome","Windows","895x361","Desktop","Agent6875",2577,0,0
"2948","subj008",3,48,"ink_naming_incong","yellow",NA,NA,"205.210.172.224",-69.7083420166746,108.902835510671,"Chrome","Windows","121x344","Desktop","Agent9517",5926,0,0
"2949","subj008",3,49,"word_reading_incong","yellow","yellow",847,"211.88.79.126",53.7664613267407,-84.4703557156026,"Chrome","Windows","84x75","Desktop","Agent8294",307,0,0
"2950","subj008",3,50,"word_reading_cong","red","red",658,"196.244.34.100",45.7890310417861,-14.0605667140335,"Chrome","Windows","703x190","Desktop","Agent1805",8157,0,0
"2951","subj008",4,1,"ink_naming_incong","red","green",1142,"221.99.75.126",-76.1455631861463,-45.0202562101185,"Chrome","Windows","340x344","Desktop","Agent8691",8382,0,0
"2952","subj008",4,2,"ink_naming_incong","blue","blue",5621,"194.28.64.143",-83.8553252303973,63.6912694852799,"Chrome","Windows","495x399","Desktop","Agent7394",710,0,0
"2953","subj008",4,3,"ink_naming_incong","yellow","yellow",1063,"193.193.255.55",-39.5611234288663,140.857226410881,"Chrome","Windows","130x346","Desktop","Agent9904",5751,0,0
"2954","subj008",4,4,"word_reading_incong","red","red",857,"196.181.153.120",-64.5649727527052,34.0679382439703,"Chrome","Windows","746x499","Desktop","Agent2755",7395,0,0
"2955","subj008",4,5,"ink_naming_incong","red","red",963,"195.59.122.229",-66.6104517085478,101.658422229812,"Chrome","Windows","1024x622","Desktop","Agent3683",3263,0,0
"2956","subj008",4,6,"word_reading_incong","yellow","yellow",796,"205.78.204.205",78.1341596972197,24.9374802410603,"Chrome","Windows","287x79","Desktop","Agent6464",8223,0,0
"2957","subj008",4,7,"word_reading_incong","yellow","yellow",516,"212.213.218.180",65.5288013862446,-146.86322003603,"Chrome","Windows","715x201","Desktop","Agent8692",4723,0,0
"2958","subj008",4,8,"word_reading_cong","red","red",829,"223.233.123.213",59.1576208546758,24.9588108435273,"Chrome","Windows","780x28","Desktop","Agent3764",3257,0,0
"2959","subj008",4,9,"ink_naming_incong","blue","blue",1084,"206.199.25.75",88.4307746216655,-41.5941480919719,"Chrome","Windows","79x59","Desktop","Agent4148",8265,0,0
"2960","subj008",4,10,"word_reading_cong","green",NA,NA,"213.10.91.184",25.1236760057509,-105.560736441985,"Chrome","Windows","339x107","Desktop","Agent2426",2076,0,0
"2961","subj008",4,11,"word_reading_cong","green","green",725,"196.221.122.11",48.2534850016236,70.8023481443524,"Chrome","Windows","445x670","Desktop","Agent3689",2058,0,0
"2962","subj008",4,12,"ink_naming_cong","red","red",1169,"194.126.234.145",-40.4196760710329,103.820478245616,"Chrome","Windows","236x731","Desktop","Agent8627",6859,0,0
"2963","subj008",4,13,"word_reading_incong","blue","blue",916,"214.8.204.248",77.6497162040323,-8.84997949004173,"Chrome","Windows","641x343","Desktop","Agent2398",9823,0,0
"2964","subj008",4,14,"word_reading_incong","red","red",632,"203.192.129.0",51.3106075348333,21.3400050345808,"Chrome","Windows","525x195","Desktop","Agent2346",1250,0,0
"2965","subj008",4,15,"ink_naming_cong","red","red",985,"207.118.227.195",-37.5329380575567,176.225096080452,"Chrome","Windows","112x684","Desktop","Agent4593",8145,0,0
"2966","subj008",4,16,"word_reading_incong","yellow","yellow",725,"198.135.49.81",20.2814958896488,-74.4597786851227,"Chrome","Windows","196x627","Desktop","Agent6635",1857,0,0
"2967","subj008",4,17,"word_reading_incong","green","green",520,"195.17.69.169",-83.7897519255057,161.564094331115,"Chrome","Windows","475x152","Desktop","Agent1295",3305,0,0
"2968","subj008",4,18,"word_reading_cong","red","red",702,"215.17.38.102",78.0954687064514,-179.291278906167,"Chrome","Windows","956x690","Desktop","Agent6721",3490,0,0
"2969","subj008",4,19,"word_reading_cong","yellow","yellow",698,"208.69.201.144",12.276028515771,-20.5822938960046,"Chrome","Windows","446x684","Desktop","Agent5073",992,0,0
"2970","subj008",4,20,"ink_naming_cong","red","red",932,"222.194.87.6",-47.1566136460751,-3.79601743072271,"Chrome","Windows","968x382","Desktop","Agent3528",597,0,0
"2971","subj008",4,21,"word_reading_incong","yellow","yellow",729,"202.104.94.47",10.0430194381624,-134.664674084634,"Chrome","Windows","27x754","Desktop","Agent9981",989,0,0
"2972","subj008",4,22,"ink_naming_incong","red","red",1052,"194.160.87.72",52.8675430733711,24.2582232132554,"Chrome","Windows","165x186","Desktop","Agent5595",2851,0,0
"2973","subj008",4,23,"word_reading_incong","blue",NA,NA,"212.46.207.213",-56.6384801734239,176.886039152741,"Chrome","Windows","513x634","Desktop","Agent4651",4358,0,0
"2974","subj008",4,24,"ink_naming_incong","green","green",1156,"213.49.97.159",-53.8252558093518,147.205766541883,"Chrome","Windows","383x197","Desktop","Agent2280",8685,0,0
"2975","subj008",4,25,"ink_naming_cong","blue","blue",950,"213.133.5.170",56.7687740083784,57.8923658654094,"Chrome","Windows","830x131","Desktop","Agent3106",9894,0,0
"2976","subj008",4,26,"word_reading_incong","yellow","yellow",908,"214.137.195.182",-62.8126930631697,-161.855416093022,"Chrome","Windows","753x380","Desktop","Agent8373",5577,0,0
"2977","subj008",4,27,"word_reading_incong","blue","blue",602,"199.16.181.24",-72.066517425701,-80.5372140370309,"Chrome","Windows","584x623","Desktop","Agent2141",3235,0,0
"2978","subj008",4,28,"word_reading_cong","red","red",913,"221.144.137.65",-35.0856174621731,-32.5242701265961,"Chrome","Windows","677x143","Desktop","Agent7593",5874,0,0
"2979","subj008",4,29,"word_reading_incong","yellow","yellow",817,"204.82.35.24",55.9843030991033,129.890003241599,"Chrome","Windows","578x689","Desktop","Agent9136",1673,0,0
"2980","subj008",4,30,"ink_naming_cong","red","red",1024,"197.45.223.67",60.6018520658836,154.769116854295,"Chrome","Windows","318x166","Desktop","Agent6362",2520,0,0
"2981","subj008",4,31,"word_reading_cong","blue","blue",667,"223.185.105.195",24.822296127677,110.650784438476,"Chrome","Windows","726x294","Desktop","Agent8046",2216,0,0
"2982","subj008",4,32,"ink_naming_cong","red","red",218,"194.210.10.216",16.8125358782709,52.7543996181339,"Chrome","Windows","484x632","Desktop","Agent9512",7897,0,0
"2983","subj008",4,33,"word_reading_incong","blue","yellow",759,"207.34.135.198",-16.6550700925291,-53.1434138864279,"Chrome","Windows","363x641","Desktop","Agent6257",8283,0,0
"2984","subj008",4,34,"word_reading_incong","green","green",779,"203.79.79.98",-60.8942677918822,4.79744816198945,"Chrome","Windows","53x576","Desktop","Agent1062",8352,0,0
"2985","subj008",4,35,"ink_naming_incong","green","green",1149,"194.56.248.233",-13.2493872893974,109.288746463135,"Chrome","Windows","663x16","Desktop","Agent1289",4385,0,0
"2986","subj008",4,36,"word_reading_cong","yellow","yellow",823,"192.189.120.109",-62.976376209408,67.131848372519,"Chrome","Windows","273x626","Desktop","Agent3961",1222,0,0
"2987","subj008",4,37,"ink_naming_incong","green","green",1235,"220.133.83.133",-33.783100345172,129.023636989295,"Chrome","Windows","817x227","Desktop","Agent9426",2004,0,0
"2988","subj008",4,38,"ink_naming_cong","green","green",1012,"216.116.191.246",52.469298359938,68.3872000593692,"Chrome","Windows","687x673","Desktop","Agent5832",9004,0,0
"2989","subj008",4,39,"word_reading_cong","red","red",711,"210.159.141.38",-89.6658850600943,97.3548082262278,"Chrome","Windows","138x391","Desktop","Agent6395",5972,0,0
"2990","subj008",4,40,"word_reading_cong","green","green",662,"198.149.123.192",-74.7571184020489,173.669885806739,"Chrome","Windows","766x610","Desktop","Agent5790",4503,0,0
"2991","subj008",4,41,"ink_naming_cong","blue","blue",1155,"193.174.195.252",21.3521445030347,14.1557975392789,"Chrome","Windows","739x110","Desktop","Agent4502",9007,0,0
"2992","subj008",4,42,"word_reading_cong","green","green",403,"210.24.201.98",-72.5463671749458,28.7114690244198,"Chrome","Windows","122x526","Desktop","Agent8613",2933,0,0
"2993","subj008",4,43,"word_reading_incong","green","green",705,"197.149.107.90",84.4522868888453,120.267538586631,"Chrome","Windows","362x620","Desktop","Agent8977",8372,0,0
"2994","subj008",4,44,"word_reading_cong","green","green",710,"200.158.132.230",-51.0298008285463,74.9171772133559,"Chrome","Windows","565x138","Desktop","Agent8014",521,0,0
"2995","subj008",4,45,"ink_naming_incong","green","green",1279,"215.143.210.136",44.7606977121904,-54.1543779429048,"Chrome","Windows","466x284","Desktop","Agent2394",1166,0,0
"2996","subj008",4,46,"word_reading_incong","yellow","yellow",663,"200.195.13.184",-46.9323992030695,-145.144240809605,"Chrome","Windows","132x531","Desktop","Agent2467",7435,0,0
"2997","subj008",4,47,"ink_naming_cong","green","green",1092,"198.119.51.206",-69.6491384552792,-106.594944354147,"Chrome","Windows","587x312","Desktop","Agent7379",773,0,0
"2998","subj008",4,48,"word_reading_incong","blue","blue",638,"210.143.11.195",50.9687391249463,36.8304878007621,"Chrome","Windows","362x568","Desktop","Agent2204",7353,0,0
"2999","subj008",4,49,"word_reading_incong","yellow","yellow",603,"222.90.194.68",7.50332234892994,-16.0788860823959,"Chrome","Windows","374x246","Desktop","Agent1346",5520,0,0
"3000","subj008",4,50,"ink_naming_incong","green","green",1125,"206.54.27.205",-26.6525567276403,-167.095781201497,"Chrome","Windows","327x410","Desktop","Agent9076",1373,0,0
"3001","subj008",5,1,"word_reading_cong","blue","blue",782,"194.199.184.227",36.4897835534066,-171.087330328301,"Chrome","Windows","554x712","Desktop","Agent7024",776,0,0
"3002","subj008",5,2,"ink_naming_incong","red","red",1182,"212.94.41.72",11.0524187190458,121.021955301985,"Chrome","Windows","229x717","Desktop","Agent2111",1722,0,0
"3003","subj008",5,3,"ink_naming_cong","red","red",981,"220.106.51.241",-61.788264401257,177.994055924937,"Chrome","Windows","751x435","Desktop","Agent4170",7578,0,0
"3004","subj008",5,4,"word_reading_incong","yellow","yellow",681,"218.77.68.217",-79.0188666014001,40.2903448138386,"Chrome","Windows","950x558","Desktop","Agent9722",4423,0,0
"3005","subj008",5,5,"word_reading_incong","red","red",740,"209.88.86.49",53.1845250260085,50.9414139110595,"Chrome","Windows","194x337","Desktop","Agent8641",9249,0,0
"3006","subj008",5,6,"word_reading_incong","red","red",801,"199.201.199.242",-4.59568334743381,89.6220161486417,"Chrome","Windows","240x525","Desktop","Agent7162",8764,0,0
"3007","subj008",5,7,"word_reading_incong","blue","blue",823,"214.177.223.83",55.2998818550259,28.6078198347241,"Chrome","Windows","472x712","Desktop","Agent9941",8812,0,0
"3008","subj008",5,8,"word_reading_cong","blue","blue",660,"212.196.54.151",28.8878139574081,52.6433639600873,"Chrome","Windows","970x107","Desktop","Agent6684",1756,0,0
"3009","subj008",5,9,"word_reading_cong","red","red",769,"195.208.105.167",-63.4350920375437,129.497050903738,"Chrome","Windows","487x156","Desktop","Agent5441",8075,0,0
"3010","subj008",5,10,"word_reading_cong","yellow","yellow",612,"206.191.4.54",-28.0319635150954,-54.7226656973362,"Chrome","Windows","658x512","Desktop","Agent1054",2931,0,0
"3011","subj008",5,11,"ink_naming_cong","red","red",1113,"205.245.164.110",60.007155155763,47.7543694898486,"Chrome","Windows","688x240","Desktop","Agent1465",5435,0,0
"3012","subj008",5,12,"ink_naming_incong","red","red",1216,"218.10.225.102",87.933758860454,178.947153249756,"Chrome","Windows","103x680","Desktop","Agent6909",4228,0,0
"3013","subj008",5,13,"word_reading_incong","yellow","yellow",4531,"208.52.77.239",-18.4713456965983,-34.6733232121915,"Chrome","Windows","770x755","Desktop","Agent2982",5771,0,0
"3014","subj008",5,14,"word_reading_incong","blue","blue",582,"192.146.204.175",69.0335583686829,117.237145313993,"Chrome","Windows","1012x318","Desktop","Agent2504",4592,0,0
"3015","subj008",5,15,"ink_naming_cong","blue","blue",1049,"197.129.234.236",4.8833147669211,82.142383698374,"Chrome","Windows","830x182","Desktop","Agent1497",503,0,0
"3016","subj008",5,16,"ink_naming_cong","blue","blue",795,"214.102.170.4",-73.0121259810403,84.6781332045794,"Chrome","Windows","370x718","Desktop","Agent4301",5042,0,0
"3017","subj008",5,17,"ink_naming_cong","green","green",1013,"217.92.163.6",38.3832713216543,163.778076404706,"Chrome","Windows","421x545","Desktop","Agent6044",4030,0,0
"3018","subj008",5,18,"word_reading_cong","red","red",648,"200.222.23.246",18.7102576391771,28.152057537809,"Chrome","Windows","291x137","Desktop","Agent4067",4641,0,0
"3019","subj008",5,19,"ink_naming_incong","yellow","yellow",1169,"211.248.231.10",35.6064035044983,-96.87683631666,"Chrome","Windows","605x21","Desktop","Agent6704",6231,0,0
"3020","subj008",5,20,"ink_naming_incong","red","red",1036,"221.165.204.217",84.6427165623754,122.597899278626,"Chrome","Windows","914x724","Desktop","Agent1957",9888,0,0
"3021","subj008",5,21,"word_reading_cong","red","red",709,"211.125.165.167",-6.49341118521988,83.0953512713313,"Chrome","Windows","630x6","Desktop","Agent7670",9741,0,0
"3022","subj008",5,22,"ink_naming_cong","yellow","yellow",1133,"210.204.8.186",38.481213231571,16.4879894256592,"Chrome","Windows","858x410","Desktop","Agent4848",4771,0,0
"3023","subj008",5,23,"ink_naming_cong","blue","blue",948,"210.0.159.230",-47.4021238228306,30.3086224012077,"Chrome","Windows","839x407","Desktop","Agent8627",4413,0,0
"3024","subj008",5,24,"ink_naming_incong","yellow","yellow",1261,"214.115.216.122",28.8774172961712,107.281961850822,"Chrome","Windows","597x339","Desktop","Agent3463",7720,0,0
"3025","subj008",5,25,"word_reading_incong","green","green",465,"203.204.120.143",-21.5527155669406,-51.124749770388,"Chrome","Windows","405x367","Desktop","Agent8694",351,0,0
"3026","subj008",5,26,"word_reading_incong","red","red",674,"206.82.193.227",20.3676315955818,-79.7865770570934,"Chrome","Windows","556x263","Desktop","Agent7871",8964,0,0
"3027","subj008",5,27,"ink_naming_cong","yellow","yellow",1015,"205.80.144.154",-52.3200387088582,129.682035399601,"Chrome","Windows","757x516","Desktop","Agent6047",7891,0,0
"3028","subj008",5,28,"word_reading_cong","green","green",841,"211.74.39.141",-64.0950482245535,-33.4583769086748,"Chrome","Windows","363x295","Desktop","Agent7164",354,0,0
"3029","subj008",5,29,"word_reading_cong","yellow","yellow",3233,"194.165.149.123",-54.611426400952,-50.6310755386949,"Chrome","Windows","456x587","Desktop","Agent3439",4523,0,0
"3030","subj008",5,30,"word_reading_incong","blue",NA,NA,"201.251.20.29",-52.9896120401099,-48.3258903119713,"Chrome","Windows","917x127","Desktop","Agent9201",9679,0,0
"3031","subj008",5,31,"word_reading_incong","green","green",2030,"201.116.54.148",-88.3903013449162,-157.432830445468,"Chrome","Windows","586x476","Desktop","Agent4544",6102,0,0
"3032","subj008",5,32,"word_reading_incong","yellow","yellow",737,"214.40.177.9",22.0615208521485,18.0820482037961,"Chrome","Windows","532x550","Desktop","Agent8417",7242,0,0
"3033","subj008",5,33,"ink_naming_incong","yellow","yellow",1356,"204.64.234.129",-69.2088693939149,164.060615859926,"Chrome","Windows","698x516","Desktop","Agent1780",2537,0,0
"3034","subj008",5,34,"word_reading_cong","blue","blue",862,"222.253.150.176",41.5055929077789,110.245766937733,"Chrome","Windows","570x168","Desktop","Agent7292",3418,0,0
"3035","subj008",5,35,"ink_naming_incong","red",NA,NA,"201.178.101.195",40.8796312054619,-76.9425689801574,"Chrome","Windows","677x315","Desktop","Agent2904",4806,0,0
"3036","subj008",5,36,"ink_naming_incong","red","red",1309,"219.156.166.167",-82.8814894845709,-178.025328470394,"Chrome","Windows","810x563","Desktop","Agent5435",9900,0,0
"3037","subj008",5,37,"word_reading_cong","green","green",134,"219.110.90.143",81.0736765014008,109.653567876667,"Chrome","Windows","646x292","Desktop","Agent2473",445,0,0
"3038","subj008",5,38,"ink_naming_incong","yellow","yellow",1050,"216.44.46.25",-69.2159538622946,-140.601255493239,"Chrome","Windows","895x298","Desktop","Agent2734",7635,0,0
"3039","subj008",5,39,"ink_naming_incong","green","green",1052,"210.85.162.140",-43.9081303775311,-158.047687551007,"Chrome","Windows","629x440","Desktop","Agent4348",2554,0,0
"3040","subj008",5,40,"ink_naming_cong","blue","blue",967,"199.30.178.240",81.0755805345252,93.8371838908643,"Chrome","Windows","468x424","Desktop","Agent4265",2385,0,0
"3041","subj008",5,41,"word_reading_cong","blue","blue",760,"197.205.223.53",-31.7151631694287,-18.0322627164423,"Chrome","Windows","99x87","Desktop","Agent9524",3706,0,0
